"","country","year","gdp_growth","gdp_nominal","gdp_per_capita_nominal","gdp_ppp","gdp_per_capita_ppp","gdp_ppp_share","error"
"2260","LVA",2029,2.5,59.114,31772.634,101.144,54362.975,0.041,NA
"2261","LTU",2012,3.8,42.888,14354.659,76.001,25437.265,0.078,NA
"2262","LTU",2013,3.6,46.579,15748.605,80.114,27086.67,0.078,NA
"2263","LTU",2014,3.5,48.619,16580.198,84.34,28761.785,0.078,NA
"2264","LTU",2015,2,41.431,14262.518,86.834,29891.988,0.077,NA
"2265","LTU",2016,2.6,43.058,15012.141,89.918,31349.538,0.077,NA
"2266","LTU",2017,4.3,47.706,16866.728,95.42,33736.503,0.077,NA
"2267","LTU",2018,4,53.777,19195.354,101.912,36377.096,0.077,NA
"2268","LTU",2019,4.6,54.831,19623.637,113.414,40590.098,0.081,NA
"2269","LTU",2020,0.1,56.873,20348.942,114.967,41134.624,0.083,NA
"2270","LTU",2021,6.2,66.865,23873.118,130.029,46424.91,0.084,NA
"2271","LTU",2022,2.4,71.134,25188.866,142.704,50531.851,0.083,NA
"2272","LTU",2023,-0.3,77.844,26997.801,147.423,51129.222,0.08,NA
"2273","LTU",2024,2.4,82.789,28712.702,154.615,53623.635,0.079,NA
"2274","LTU",2025,2.6,87.981,30513.583,161.454,55995.397,0.079,NA
"2275","LTU",2026,2.4,92.895,32217.974,168.432,58415.535,0.078,NA
"2276","LTU",2027,2.2,97.187,33978.169,175.363,61309.94,0.078,NA
"2277","LTU",2028,2.2,101.677,35834.503,182.525,64328.476,0.077,NA
"2278","LTU",2029,2.2,106.433,37813.416,189.981,67496.098,0.076,NA
"2279","LUX",2012,1.6,59.814,113953.737,55.482,105700.081,0.057,NA
"2280","LUX",2013,3.2,65.204,121422.921,58.216,108409.747,0.057,NA
"2281","LUX",2014,2.6,68.823,125200.137,60.784,110575.806,0.056,NA
"2282","LUX",2015,2.3,60.078,106710.273,62.739,111437.514,0.056,NA
"2283","LUX",2016,5,62.2,107948.199,66.488,115391.026,0.057,NA
"2284","LUX",2017,1.3,65.689,111211.579,68.57,116089.425,0.055,NA
"2285","LUX",2018,1.2,71.033,117993.371,70.825,117649.071,0.054,NA
"2286","LUX",2019,2.9,69.898,113860.351,75.27,122611.519,0.054,NA
"2287","LUX",2020,-0.9,73.64,117616.151,76.983,122954.959,0.055,NA
"2288","LUX",2021,7.2,85.641,134924.978,88.295,139106.428,0.057,NA
"2289","LUX",2022,1.4,81.706,126597.939,95.895,148583.602,0.056,NA
"2290","LUX",2023,-1.1,85.78,129810.315,98.258,148693.702,0.053,NA
"2291","LUX",2024,1.3,91.21,135321.424,101.876,151145.794,0.052,NA
"2292","LUX",2025,2.7,96.993,141079.52,106.505,154914.923,0.052,NA
"2293","LUX",2026,2.5,101.969,145409.65,111.184,158549.179,0.052,NA
"2294","LUX",2027,2.3,106.211,148487.909,115.876,162001.03,0.051,NA
"2295","LUX",2028,2.3,110.695,151722.573,120.731,165479.031,0.051,NA
"2296","LUX",2029,2.3,115.499,155203.765,125.773,169008.744,0.051,NA
"2297","MLT",2012,4.1,9.616,23028.989,13.509,32352.71,0.014,NA
"2298","MLT",2013,6.3,10.797,25554.391,14.603,34562.709,0.014,NA
"2299","MLT",2014,7.6,11.891,27690.937,15.991,37238.822,0.015,NA
"2300","MLT",2015,9.6,11.342,25795.214,17.693,40238.545,0.016,NA
"2301","MLT",2016,4.1,12.022,26691.849,18.589,41271.02,0.016,NA
"2302","MLT",2017,13,14.156,30754.81,21.377,46440.757,0.017,NA
"2303","MLT",2018,7.2,16.161,33973.293,23.314,49009.127,0.018,NA
"2304","MLT",2019,4.1,16.34,33105.744,25.897,52470.855,0.019,NA
"2305","MLT",2020,-3.5,16.373,31818.84,25.731,50004.825,0.018,NA
"2306","MLT",2021,13.5,19.732,38232.197,30.18,58476.852,0.019,NA
"2307","MLT",2022,4.1,19.225,36902.114,33.673,64634.131,0.02,NA
"2308","MLT",2023,7.5,22.335,41204.739,37.5,69181.837,0.02,NA
"2309","MLT",2024,5,24.397,44140.016,40.316,72941.905,0.021,NA
"2310","MLT",2025,4,26.262,46644.353,42.69,75821.658,0.021,NA
"2311","MLT",2026,3.5,27.892,48643.927,45.022,78516.894,0.021,NA
"2312","MLT",2027,3.5,29.409,50375.013,47.454,81284.311,0.021,NA
"2313","MLT",2028,3.5,31.081,52306.171,50.034,84202.106,0.021,NA
"2314","MLT",2029,3.5,32.862,54377.256,52.755,87296.188,0.021,NA
"2315","MNE",2012,-2.7,4.09,NA,9.717,NA,0.01,NA
"2316","MNE",2013,3.5,4.466,NA,10.233,NA,0.01,NA
"2317","MNE",2014,1.8,4.595,NA,10.597,NA,0.01,NA
"2318","MNE",2015,3.4,4.055,NA,11.058,NA,0.01,NA
"2319","MNE",2016,2.9,4.376,NA,11.492,NA,0.01,NA
"2320","MNE",2017,4.7,4.855,NA,12.25,NA,0.01,NA
"2321","MNE",2018,5.1,5.509,NA,13.386,NA,0.01,NA
"2322","MNE",2019,4.1,5.543,NA,15.016,NA,0.011,NA
"2323","MNE",2020,-15.3,4.777,NA,13.05,NA,0.009,NA
"2324","MNE",2021,13,5.865,NA,15.178,NA,0.01,NA
"2325","MNE",2022,6.4,6.243,NA,17.301,NA,0.01,NA
"2326","MNE",2023,6,7.406,11696.262,18.999,30007.337,0.01,NA
"2327","MNE",2024,3.7,8.11,12802.124,20.181,31858.01,0.01,NA
"2328","MNE",2025,3.7,8.849,13961.47,21.308,33620.151,0.01,NA
"2329","MNE",2026,3,9.431,14872.602,22.355,35253.748,0.01,NA
"2330","MNE",2027,3,9.895,15597.376,23.448,36960.075,0.01,NA
"2331","MNE",2028,3,10.398,16380.923,24.595,38747.224,0.01,NA
"2332","MNE",2029,3,10.939,17224.496,25.797,40621.251,0.01,NA
"2333","NLD",2012,-1,846.225,50580.212,819.151,48961.992,0.839,NA
"2334","NLD",2013,0,883.964,52680.978,832.827,49633.383,0.813,NA
"2335","NLD",2014,1.6,901.789,53584.489,860.993,51160.415,0.798,NA
"2336","NLD",2015,2.1,775.822,45904.668,887.416,52507.542,0.789,NA
"2337","NLD",2016,2.4,796.944,46936.707,917.57,54041.11,0.783,NA
"2338","NLD",2017,2.8,847.934,49640.48,959.996,56200.904,0.776,NA
"2339","NLD",2018,2.3,930.155,54138.331,1013.552,58992.326,0.77,NA
"2340","NLD",2019,2.3,929.006,53755.165,1081.371,62571.485,0.776,NA
"2341","NLD",2020,-3.9,931.814,53529.218,1091.779,62718.576,0.785,NA
"2342","NLD",2021,6.3,1055.173,60380.434,1215.449,69551.931,0.782,NA
"2343","NLD",2022,5,1047.364,59540.881,1367.302,77728.83,0.794,NA
"2344","NLD",2023,0.1,1154.694,64829.341,1417.534,79586.245,0.769,NA
"2345","NLD",2024,0.6,1218.401,67984.285,1460.53,81494.628,0.751,NA
"2346","NLD",2025,1.6,1272.96,70605.529,1511.254,83822.682,0.739,NA
"2347","NLD",2026,1.7,1325.691,73104.985,1565.541,86331.437,0.728,NA
"2348","NLD",2027,1.8,1372.992,75296.894,1623.21,89019.2,0.719,NA
"2349","NLD",2028,1.5,1421.317,77530.215,1677.942,91528.652,0.708,NA
"2350","NLD",2029,1.4,1470.883,79813.375,1732.921,94032.137,0.697,NA
"2351","MKD",2012,-0.5,9.751,5052.951,26.365,13662.028,0.027,NA
"2352","MKD",2013,2.9,10.824,5629.487,27.598,14353.831,0.027,NA
"2353","MKD",2014,3.6,11.378,5933.37,29.098,15174.541,0.027,NA
"2354","MKD",2015,3.9,10.067,5264.132,30.5,15948.551,0.027,NA
"2355","MKD",2016,2.8,10.686,5605.436,31.667,16611.795,0.027,NA
"2356","MKD",2017,1.1,11.336,5970.578,32.583,17161.136,0.026,NA
"2357","MKD",2018,2.9,12.694,6719.639,34.873,18460.456,0.027,NA
"2358","MKD",2019,3.9,12.609,6720.332,37.943,20222.53,0.027,NA
"2359","MKD",2020,-4.7,12.385,6672.521,37.052,19962.179,0.027,NA
"2360","MKD",2021,4.5,14.008,7625.26,41.101,22372.553,0.026,NA
"2361","MKD",2022,2.2,13.735,7498.577,45.009,24572.272,0.026,NA
"2362","MKD",2023,1,14.769,8063.108,47.108,25718.08,0.026,NA
"2363","MKD",2024,2.2,15.861,8658.893,49.295,26911.822,0.025,NA
"2364","MKD",2025,3.6,17.09,9439.426,51.997,28720.333,0.025,NA
"2365","MKD",2026,3.8,18.204,10184.218,54.975,30755.528,0.026,NA
"2366","MKD",2027,3.7,19.42,11016.803,58.056,32933.991,0.026,NA
"2367","MKD",2028,3.6,20.595,11859.92,61.249,35270.484,0.026,NA
"2368","MKD",2029,3.5,21.787,12750.314,64.555,37778.894,0.026,NA
"2369","NOR",2012,2.7,512.777,101779.186,291.812,57920.542,0.299,NA
"2370","NOR",2013,1,526.014,103214.973,299.794,58825.823,0.292,NA
"2371","NOR",2014,2,501.737,97302.705,311.263,60363.758,0.289,NA
"2372","NOR",2015,1.9,388.16,74568.136,319.986,61471.597,0.284,NA
"2373","NOR",2016,1.2,370.957,70629.25,326.789,62219.919,0.279,NA
"2374","NOR",2017,2.5,401.745,75940.175,340.837,64426.949,0.276,NA
"2375","NOR",2018,0.8,439.788,82605.919,373.182,70095.235,0.284,NA
"2376","NOR",2019,1.1,408.743,76303.683,379.378,70821.812,0.272,NA
"2377","NOR",2020,-1.3,367.633,68275.277,361.02,67047.031,0.26,NA
"2378","NOR",2021,3.9,503.368,92955.206,482.471,89096.34,0.31,NA
"2379","NOR",2022,3,593.727,108438.547,532.404,97238.457,0.309,NA
"2380","NOR",2023,0.5,485.311,87702.851,554.209,100153.712,0.301,NA
"2381","NOR",2024,1.5,503.752,90433.666,576.236,103446.04,0.296,NA
"2382","NOR",2025,1.8,506.466,90320.006,597.421,106540.416,0.292,NA
"2383","NOR",2026,1.7,509.343,90232.818,618.813,109625.989,0.288,NA
"2384","NOR",2027,1.6,522.441,91941.432,640.252,112674.256,0.284,NA
"2385","NOR",2028,1.4,536.045,93711.961,661.002,115557.223,0.279,NA
"2386","NOR",2029,1.4,550.747,95645.805,682.242,118482.144,0.274,NA
"2387","POL",2012,1.5,495.23,13010.54,895.895,23536.663,0.918,NA
"2388","POL",2013,0.9,515.762,13550.385,918.948,24143.1,0.897,NA
"2389","POL",2014,3.8,539.212,14183.116,970.827,25536.087,0.9,NA
"2390","POL",2015,4.4,476.788,12545.188,1022.786,26911.448,0.909,NA
"2391","POL",2016,3,469.65,12369.893,1063,27997.848,0.908,NA
"2392","POL",2017,5.1,524.78,13819.834,1137.654,29959.579,0.92,NA
"2393","POL",2018,5.9,588.804,15504.366,1216.241,32025.988,0.924,NA
"2394","POL",2019,4.4,595.968,15694.594,1347.315,35481.053,0.966,NA
"2395","POL",2020,-2,599.458,15792.61,1376.571,36265.505,0.989,NA
"2396","POL",2021,6.9,681.429,18380.545,1527.35,41198.045,0.983,NA
"2397","POL",2022,5.6,689.888,18701.354,1728.484,46855.399,1.003,NA
"2398","POL",2023,0.2,811.736,22085.808,1793.561,48799.413,0.973,NA
"2399","POL",2024,3,862.908,23563.217,1890.698,51628.831,0.972,NA
"2400","POL",2025,3.5,915.451,25040.597,1992.361,54497.596,0.974,NA
"2401","POL",2026,3.4,968.258,26537.043,2098.034,57500.833,0.976,NA
"2402","POL",2027,3.1,1022.517,28080.278,2202.051,60472.567,0.975,NA
"2403","POL",2028,3,1071.808,29492.905,2309.199,63542.139,0.974,NA
"2404","POL",2029,2.9,1122.461,30948.618,2418.789,66691.102,0.973,NA
"2405","PRT",2012,-4.1,216.361,20576.747,295.481,28101.34,0.303,NA
"2406","PRT",2013,-0.9,226.437,21653.505,297.737,28471.722,0.29,NA
"2407","PRT",2014,0.8,229.961,22109.403,305.323,29354.98,0.283,NA
"2408","PRT",2015,1.8,199.414,19252.053,313.679,30283.477,0.279,NA
"2409","PRT",2016,2,206.369,19986.459,323.054,31287.183,0.276,NA
"2410","PRT",2017,3.5,221.28,21482.834,340.37,33044.677,0.275,NA
"2411","PRT",2018,2.8,242.423,23573.253,359.199,34928.566,0.273,NA
"2412","PRT",2019,2.7,240.013,23333.408,389.286,37845.218,0.279,NA
"2413","PRT",2020,-8.3,228.849,22224.61,369.406,35874.813,0.266,NA
"2414","PRT",2021,5.7,255.705,24838.758,401.863,39036.346,0.259,NA
"2415","PRT",2022,6.8,255.398,24798.548,459.907,44655.973,0.267,NA
"2416","PRT",2023,2.3,287.187,27834.773,487.258,47226.151,0.264,NA
"2417","PRT",2024,1.9,303.032,29341.17,508.508,49236.504,0.261,NA
"2418","PRT",2025,2.3,319.934,30946.811,529.901,51256.666,0.259,NA
"2419","PRT",2026,2,333.636,32354.113,550.53,53387.144,0.256,NA
"2420","PRT",2027,1.9,346.029,33641.039,571.466,55558.026,0.253,NA
"2421","PRT",2028,1.9,359.301,35019.938,592.996,57797.529,0.25,NA
"2422","PRT",2029,1.9,373.366,36463.758,615.345,60095.989,0.247,NA
"2423","MDA",2012,-0.6,8.708,3031.129,23.271,8100.498,0.024,NA
"2424","MDA",2013,9,9.496,3307.351,25.807,8988.141,0.025,NA
"2425","MDA",2014,5,9.51,3314.553,27.569,9608.573,0.026,NA
"2426","MDA",2015,-0.3,7.726,2715.782,27.731,9748.365,0.025,NA
"2427","MDA",2016,4.4,8.072,2857.879,29.229,10348.673,0.025,NA
"2428","MDA",2017,4.2,9.515,3422.643,31.002,11151.883,0.025,NA
"2429","MDA",2018,4.1,11.252,4121.047,32.13,11767.521,0.024,NA
"2430","MDA",2019,3.6,11.737,4376.654,35.736,13325.644,0.026,NA
"2431","MDA",2020,-8.3,11.53,4377.542,35.647,13533.398,0.026,NA
"2432","MDA",2021,13.9,13.694,5293.206,40.708,15735.123,0.026,NA
"2433","MDA",2022,-5,14.55,5726.139,41.437,16307.5,0.024,NA
"2434","MDA",2023,0.7,16.576,6641.582,43.227,17320.302,0.023,NA
"2435","MDA",2024,2.6,18.062,7368.494,45.407,18524.015,0.023,NA
"2436","MDA",2025,3.7,19.649,8161.296,47.934,19909.457,0.023,NA
"2437","MDA",2026,4.4,21.531,9104.858,50.986,21561.076,0.024,NA
"2438","MDA",2027,5,23.726,10215.014,54.528,23476.99,0.024,NA
"2439","MDA",2028,5,26.15,11463.126,58.325,25567.024,0.025,NA
"2440","MDA",2029,5,28.911,12903.047,62.379,27840.204,0.025,NA
"2441","ROU",2012,1.9,179.243,8919.363,410.327,20418.366,0.42,NA
"2442","ROU",2013,0.3,189.83,9481.981,418.438,20900.912,0.408,NA
"2443","ROU",2014,4.1,199.981,10025.457,443.269,22221.97,0.411,NA
"2444","ROU",2015,3.2,177.877,8951.736,461.522,23226.311,0.41,NA
"2445","ROU",2016,2.9,185.334,9378.957,479.221,24251.35,0.409,NA
"2446","ROU",2017,8.2,210.529,10717.263,527.786,26867.612,0.427,NA
"2447","ROU",2018,6,243.498,12465.699,575.807,29477.976,0.438,NA
"2448","ROU",2019,3.9,250.993,12928.148,649.93,33476.585,0.466,NA
"2449","ROU",2020,-3.7,251.699,13021.962,660.693,34181.727,0.475,NA
"2450","ROU",2021,5.7,286.015,14895.318,726.083,37813.541,0.467,NA
"2451","ROU",2022,4.1,299.47,15726.433,809.795,42525.741,0.47,NA
"2452","ROU",2023,2.1,351.074,18424.685,856.96,44974.057,0.465,NA
"2453","ROU",2024,1.9,380.561,20088.859,894.222,47203.733,0.46,NA
"2454","ROU",2025,3.3,406.202,21570.103,940.523,49943.598,0.46,NA
"2455","ROU",2026,3.7,431.677,23066.306,993.422,53082.67,0.462,NA
"2456","ROU",2027,3.7,453.108,24369.443,1049.107,56423.915,0.465,NA
"2457","ROU",2028,3.4,474.421,25690.8,1104.872,59830.903,0.466,NA
"2458","ROU",2029,3.5,497.1,27102.129,1164.514,63489.927,0.468,NA
"2459","RUS",2012,4,2191.486,15284.673,3460.55,24135.854,3.546,NA
"2460","RUS",2013,1.8,2288.428,15913.302,3581.23,24903.206,3.494,NA
"2461","RUS",2014,0.7,2048.837,13984.474,3670.432,25052.774,3.403,NA
"2462","RUS",2015,-2,1356.703,9231.599,3631.416,24709.731,3.229,NA
"2463","RUS",2016,0.2,1280.648,8689.368,3673.023,24921.954,3.136,NA
"2464","RUS",2017,1.8,1575.14,10665.247,3807.099,25777.812,3.077,NA
"2465","RUS",2018,2.8,1653.005,11182.629,4205.23,28448.51,3.196,NA
"2466","RUS",2019,2.2,1695.724,11465.343,4579.554,30963.855,3.284,NA
"2467","RUS",2020,-2.7,1488.118,10074.726,4651.43,31490.712,3.343,NA
"2468","RUS",2021,5.9,1843.13,12519.735,5732.444,38938.47,3.688,NA
"2469","RUS",2022,-1.2,2269.899,15471.593,6064.551,41335.869,3.52,NA
"2470","RUS",2023,3.6,2009.959,13738.704,6512.069,44512.053,3.534,NA
"2471","RUS",2024,3.6,2184.316,14952.904,6909.381,47298.706,3.551,NA
"2472","RUS",2025,1.3,2195.708,15077.117,7129.67,48956.824,3.487,NA
"2473","RUS",2026,1.2,2249.265,15495.147,7349.122,50627.98,3.418,NA
"2474","RUS",2027,1.2,2304.56,15929.529,7573.967,52352.607,3.354,NA
"2475","RUS",2028,1.2,2366.771,16415.241,7805.335,54135.554,3.293,NA
"2476","RUS",2029,1.2,2413.167,16792.024,8043.862,55973.227,3.234,NA
"2477","SMR",2012,-7.2,1.606,50336.185,1.593,49926.11,0.002,NA
"2478","SMR",2013,-0.8,1.678,51986.532,1.607,49767.613,0.002,NA
"2479","SMR",2014,-0.6,1.674,51234.869,1.624,49714.517,0.002,NA
"2480","SMR",2015,2.7,1.42,43068.693,1.683,51068.473,0.001,NA
"2481","SMR",2016,2.3,1.468,44308.666,1.739,52488.617,0.001,NA
"2482","SMR",2017,0.3,1.528,45887.687,1.775,53289.786,0.001,NA
"2483","SMR",2018,1.5,1.656,49477.281,1.88,56169.269,0.001,NA
"2484","SMR",2019,2,1.616,48043.86,1.991,59183.15,0.001,NA
"2485","SMR",2020,-6.8,1.543,45640.984,1.92,56761.032,0.001,NA
"2486","SMR",2021,14.2,1.857,54733.239,2.218,65376.104,0.001,NA
"2487","SMR",2022,7.9,1.833,53875.751,2.563,75338.001,0.001,NA
"2488","SMR",2023,0.4,1.988,58249.292,2.666,78121.941,0.001,NA
"2489","SMR",2024,0.7,2.049,59840.628,2.749,80304.609,0.001,NA
"2490","SMR",2025,1.3,2.112,61518.315,2.835,82578.756,0.001,NA
"2491","SMR",2026,1.2,2.188,63528.453,2.923,84882.751,0.001,NA
"2492","SMR",2027,1.1,2.252,65183.533,3.009,87117.981,0.001,NA
"2493","SMR",2028,1.3,2.324,67087.012,3.104,89581.467,0.001,NA
"2494","SMR",2029,1.3,2.401,69098.01,3.201,92115.669,0.001,NA
"2495","SRB",2012,-0.7,43.316,6014.914,99.917,13874.439,0.102,NA
"2496","SRB",2013,2.9,48.394,6752.796,104.557,14589.543,0.102,NA
"2497","SRB",2014,-1.6,47.062,6598.935,104.687,14678.92,0.097,NA
"2498","SRB",2015,1.8,39.656,5588.979,107.567,15160.103,0.096,NA
"2499","SRB",2016,3.3,40.693,5765.203,112.214,15898.14,0.096,NA
"2500","SRB",2017,2.1,44.179,6292.546,116.624,16611.055,0.094,NA
"2501","SRB",2018,4.5,50.641,7252.404,123.717,17717.93,0.094,NA
"2502","SRB",2019,4.3,51.514,7417.206,136.744,19688.953,0.098,NA
"2503","SRB",2020,-0.9,53.356,7733.803,138.44,20066.296,0.1,NA
"2504","SRB",2021,7.7,62.787,9186.968,154.287,22575.326,0.099,NA
"2505","SRB",2022,2.5,63.563,9537.684,169.502,25433.703,0.098,NA
"2506","SRB",2023,2.5,75.187,11352.113,180.04,27183.331,0.098,NA
"2507","SRB",2024,3.9,82.55,12513.826,191.561,29038.902,0.098,NA
"2508","SRB",2025,4.1,88.634,13490.034,203.08,30908.809,0.099,NA
"2509","SRB",2026,4,95.36,14572.108,215.165,32879.676,0.1,NA
"2510","SRB",2027,4,102.204,15680.709,227.977,34977.387,0.101,NA
"2511","SRB",2028,4,109.557,16859.29,241.359,37141.833,0.102,NA
"2512","SRB",2029,4,117.547,18143.399,255.625,39455.612,0.103,NA
"2513","SVK",2012,1.3,94.684,17519.973,133.95,24785.687,0.137,NA
"2514","SVK",2013,0.6,98.937,18284.914,137.092,25336.476,0.134,NA
"2515","SVK",2014,2.7,101.463,18734.166,143.241,26448.015,0.133,NA
"2516","SVK",2015,5.2,88.91,16399.966,152.041,28044.864,0.135,NA
"2517","SVK",2016,1.9,89.928,16572.743,156.469,28835.629,0.134,NA
"2518","SVK",2017,2.9,95.616,17591.553,163.951,30163.883,0.133,NA
"2519","SVK",2018,4,106.186,19508.308,170.864,31390.855,0.13,NA
"2520","SVK",2019,2.5,105.723,19397.274,185.132,33966.575,0.133,NA
"2521","SVK",2020,-3.3,106.652,19541.007,191.068,35007.86,0.137,NA
"2522","SVK",2021,4.8,118.642,21730.181,205.856,37703.99,0.132,NA
"2523","SVK",2022,1.9,115.676,21284.578,224.656,41337.183,0.13,NA
"2524","SVK",2023,1.6,132.832,24468.025,236.456,43555.921,0.128,NA
"2525","SVK",2024,2.2,142.617,26290.363,247.54,45632.207,0.127,NA
"2526","SVK",2025,1.9,152.479,28176.905,256.713,47438.529,0.126,NA
"2527","SVK",2026,2.3,160.36,29706.153,267.534,49559.857,0.124,NA
"2528","SVK",2027,2.6,167.774,31157.356,279.508,51907.371,0.124,NA
"2529","SVK",2028,2.6,175.71,32715.799,292.115,54389.494,0.123,NA
"2530","SVK",2029,2.3,183.368,34232.398,304.314,56811.517,0.122,NA
"2531","SVN",2012,-2.9,46.196,22474.535,61.605,29970.879,0.063,NA
"2532","SVN",2013,-0.8,47.868,23250.102,62.137,30181.077,0.061,NA
"2533","SVN",2014,2.8,49.527,24029.664,64.966,31520.456,0.06,NA
"2534","SVN",2015,2.4,42.714,20705.968,67.139,32546.117,0.06,NA
"2535","SVN",2016,3,44.279,21450.814,69.833,33830.836,0.06,NA
"2536","SVN",2017,5.2,48.136,23300.425,74.762,36188.66,0.06,NA
"2537","SVN",2018,4.4,53.713,25987.659,80.094,38751.258,0.061,NA
"2538","SVN",2019,3.5,53.916,25909.807,88.492,42525.562,0.063,NA
"2539","SVN",2020,-4.1,53.342,25451.13,87.812,41897.915,0.063,NA
"2540","SVN",2021,8.4,61.57,29194.311,97.55,46254.489,0.063,NA
"2541","SVN",2022,2.7,59.975,28462.153,107.325,50933.177,0.062,NA
"2542","SVN",2023,2.1,69.168,32673.257,113.536,53631.545,0.062,NA
"2543","SVN",2024,1.5,73.198,34544.168,117.993,55683.968,0.061,NA
"2544","SVN",2025,2.6,77.354,36495.357,123.26,58153.252,0.06,NA
"2545","SVN",2026,2.5,81.009,38217.756,128.686,60710.372,0.06,NA
"2546","SVN",2027,2.5,84.63,39931.575,134.327,63380.493,0.059,NA
"2547","SVN",2028,2.5,88.513,41775.462,140.208,66174.395,0.059,NA
"2548","SVN",2029,2.5,92.64,43739.849,146.349,69098.772,0.059,NA
"2549","ESP",2012,-2.9,1331.838,28478.514,1567.279,33512.922,1.606,NA
"2550","ESP",2013,-1.4,1362.207,29236.149,1571.194,33721.515,1.533,NA
"2551","ESP",2014,1.5,1380.6,29719.01,1622.881,34934.38,1.505,NA
"2552","ESP",2015,4.1,1206.287,25991.877,1704.482,36726.485,1.515,NA
"2553","ESP",2016,2.9,1242.673,26752.982,1770.83,38123.462,1.512,NA
"2554","ESP",2017,2.9,1321.288,28394.717,1854.71,39858.065,1.499,NA
"2555","ESP",2018,2.4,1432.292,30651.153,1918.773,41061.87,1.458,NA
"2556","ESP",2019,2,1403.651,29798.124,2075.23,44055.069,1.488,NA
"2557","ESP",2020,-10.9,1288.751,27214.292,1862.545,39330.971,1.339,NA
"2558","ESP",2021,6.7,1462.216,30893.22,2090.614,44169.787,1.345,NA
"2559","ESP",2022,6.2,1447.636,30402.921,2378.116,49944.642,1.38,NA
"2560","ESP",2023,2.7,1620.558,33895.593,2529.543,52907.924,1.373,NA
"2561","ESP",2024,2.9,1731.469,35788.734,2665.23,55089.205,1.37,NA
"2562","ESP",2025,2.1,1827.576,37361.964,2771.523,56659.487,1.355,NA
"2563","ESP",2026,1.8,1913.163,38706.638,2874.638,58158.975,1.337,NA
"2564","ESP",2027,1.6,1986.266,39792.186,2975.422,59608.62,1.318,NA
"2565","ESP",2028,1.6,2064.131,40983.873,3079.425,61142.811,1.299,NA
"2566","ESP",2029,1.6,2145.861,42274.326,3186.454,62774.446,1.281,NA
"2567","SWE",2012,-0.4,549.742,57529.127,428.524,44843.979,0.439,NA
"2568","SWE",2013,1.1,584.128,60563.645,440.776,45700.606,0.43,NA
"2569","SWE",2014,2.3,577.73,59270.463,458.749,47063.912,0.425,NA
"2570","SWE",2015,4.4,501.698,50928.576,483.425,49073.646,0.43,NA
"2571","SWE",2016,2.3,514.218,51446.757,499.486,49972.834,0.426,NA
"2572","SWE",2017,1.8,536.084,52971.455,517.711,51155.998,0.418,NA
"2573","SWE",2018,1.9,551.312,53890.765,540.532,52836.996,0.411,NA
"2574","SWE",2019,2.5,532.169,51528.899,586.374,56777.432,0.421,NA
"2575","SWE",2020,-2,545.148,52522.605,595.212,57346.067,0.428,NA
"2576","SWE",2021,5.9,637.187,60961.254,657.494,62904.072,0.423,NA
"2577","SWE",2022,1.5,579.896,55115.015,714.648,67922.267,0.415,NA
"2578","SWE",2023,-0.2,584.914,55433.135,739.115,70046.951,0.401,NA
"2579","SWE",2024,0.9,609.039,57212.541,763.589,71730.789,0.392,NA
"2580","SWE",2025,2.4,638.78,59508.263,795.875,74143.057,0.389,NA
"2581","SWE",2026,2.2,667.508,61700.124,828.549,76585.724,0.385,NA
"2582","SWE",2027,2.2,698.075,64056.854,862.299,79126.368,0.382,NA
"2583","SWE",2028,2.1,728.927,66433.241,896.791,81732.123,0.378,NA
"2584","SWE",2029,2.1,760.93,68908.434,932.607,84455.247,0.375,NA
"2585","CHE",2012,1.2,686.546,86303.678,490.319,61636.57,0.502,NA
"2586","CHE",2013,1.9,706.776,87918.427,507.911,63180.914,0.496,NA
"2587","CHE",2014,2.3,726.692,89274.25,528.6,64938.552,0.49,NA
"2588","CHE",2015,1.6,693.845,84224.924,541.891,65779.397,0.482,NA
"2589","CHE",2016,2.1,687.721,82589.322,558.456,67065.649,0.477,NA
"2590","CHE",2017,1.4,695.505,82601.498,576.612,68481.288,0.466,NA
"2591","CHE",2018,2.9,725.9,85561.001,602.148,70974.49,0.458,NA
"2592","CHE",2019,1.2,721.89,84481.041,632.69,74042.073,0.454,NA
"2593","CHE",2020,-2.3,741.311,86138.871,630.065,73212.322,0.453,NA
"2594","CHE",2021,5.6,814.689,93966.493,711.437,82057.319,0.458,NA
"2595","CHE",2022,3.1,828.447,94798.83,785.928,89933.408,0.456,NA
"2596","CHE",2023,0.7,894.811,101510.023,820.278,93054.781,0.445,NA
"2597","CHE",2024,1.3,942.265,106097.643,851.136,95836.636,0.437,NA
"2598","CHE",2025,1.3,999.604,111716.018,878.172,98144.794,0.429,NA
"2599","CHE",2026,1.8,1045.766,116005.053,910.569,101007.934,0.424,NA
"2600","CHE",2027,1.2,1085.66,119533.938,938.428,103323.324,0.416,NA
"2601","CHE",2028,1.8,1134.174,123945.863,972.829,106313.57,0.41,NA
"2602","CHE",2029,1.2,1177.376,127709.344,1002.558,108746.863,0.403,NA
"2603","TJK",2012,7.5,7.592,949.648,18.367,2297.331,0.019,NA
"2604","TJK",2013,7.4,8.506,1040.15,20.062,2453.253,0.02,NA
"2605","TJK",2014,6.7,9.242,1105.197,21.779,2604.317,0.02,NA
"2606","TJK",2015,6,7.857,919.073,23.3,2725.605,0.021,NA
"2607","TJK",2016,6.9,6.994,800.645,25.145,2878.625,0.021,NA
